# ID,Name,Parameter Type,Description,Search String,Value Type,Value String,Selected Value Index
P1342,Level1AddedPart:Zone9 General lighting Lighting Level,PARAMETRICS,Lights - Level1AddedPart:Zone9 General lighting Lighting Level,@@tag1342@@,DOUBLE,"{21.586, 20.334012, 23.52874}",0
P1343,Level1AddedPart:Zone9 General lighting Fraction Radiant,PARAMETRICS,Lights - Level1AddedPart:Zone9 General lighting Fraction Radiant,@@tag1343@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P1344,Level1AddedPart:Zone9 General lighting Fraction Visible,PARAMETRICS,Lights - Level1AddedPart:Zone9 General lighting Fraction Visible,@@tag1344@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P1345,Level1AddedPart:Zone9 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level1AddedPart:Zone9 General lighting Fraction Replaceable,@@tag1345@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P1346,Level1AddedPart:Zone9 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level1AddedPart:Zone9 Equipment 1 Design Level,@@tag1346@@,DOUBLE,"{11.8291, 10.4924117, 12.657137}",0
P1347,Level1AddedPart:Zone9 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1AddedPart:Zone9 Equipment 1 Fraction Radiant,@@tag1347@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P1348,Level1AddedPart:Zone9 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level1AddedPart:Zone9 Infiltration Design Flow Rate,@@tag1348@@,DOUBLE,"{0.000483, 0.0004813288509802, 0.0004846711490197}",0
P1349,People Level1AddedPart:Zone10 Number of People,PARAMETRICS,People - People Level1AddedPart:Zone10 Number of People,@@tag1349@@,DOUBLE,"{0.242722577, 0.052428076632, 0.433017077368}",0
P1350,People Level1AddedPart:Zone10 Fraction Radiant,PARAMETRICS,People - People Level1AddedPart:Zone10 Fraction Radiant,@@tag1350@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P1351,People Level1AddedPart:Zone10 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level1AddedPart:Zone10 Carbon Dioxide Generation Rate,@@tag1351@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P1352,Level1AddedPart:Zone10 General lighting Lighting Level,PARAMETRICS,Lights - Level1AddedPart:Zone10 General lighting Lighting Level,@@tag1352@@,DOUBLE,"{21.586, 20.334012, 23.52874}",0
P1353,Level1AddedPart:Zone10 General lighting Fraction Radiant,PARAMETRICS,Lights - Level1AddedPart:Zone10 General lighting Fraction Radiant,@@tag1353@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P1354,Level1AddedPart:Zone10 General lighting Fraction Visible,PARAMETRICS,Lights - Level1AddedPart:Zone10 General lighting Fraction Visible,@@tag1354@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P1355,Level1AddedPart:Zone10 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level1AddedPart:Zone10 General lighting Fraction Replaceable,@@tag1355@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P1356,Level1AddedPart:Zone10 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level1AddedPart:Zone10 Equipment 1 Design Level,@@tag1356@@,DOUBLE,"{11.8291, 10.4924117, 12.657137}",0
P1357,Level1AddedPart:Zone10 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1AddedPart:Zone10 Equipment 1 Fraction Radiant,@@tag1357@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P1358,Level1AddedPart:Zone10 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level1AddedPart:Zone10 Infiltration Design Flow Rate,@@tag1358@@,DOUBLE,"{0.000483, 0.0004813288509802, 0.0004846711490197}",0
P1359,People Level1AddedPart:Zone11 Number of People,PARAMETRICS,People - People Level1AddedPart:Zone11 Number of People,@@tag1359@@,DOUBLE,"{0.242722577, 0.052428076632, 0.433017077368}",0
P1360,People Level1AddedPart:Zone11 Fraction Radiant,PARAMETRICS,People - People Level1AddedPart:Zone11 Fraction Radiant,@@tag1360@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P1361,People Level1AddedPart:Zone11 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level1AddedPart:Zone11 Carbon Dioxide Generation Rate,@@tag1361@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P1362,Level1AddedPart:Zone11 General lighting Lighting Level,PARAMETRICS,Lights - Level1AddedPart:Zone11 General lighting Lighting Level,@@tag1362@@,DOUBLE,"{21.586, 20.334012, 23.52874}",0
P1363,Level1AddedPart:Zone11 General lighting Fraction Radiant,PARAMETRICS,Lights - Level1AddedPart:Zone11 General lighting Fraction Radiant,@@tag1363@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P1364,Level1AddedPart:Zone11 General lighting Fraction Visible,PARAMETRICS,Lights - Level1AddedPart:Zone11 General lighting Fraction Visible,@@tag1364@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P1365,Level1AddedPart:Zone11 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level1AddedPart:Zone11 General lighting Fraction Replaceable,@@tag1365@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P1366,Level1AddedPart:Zone11 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level1AddedPart:Zone11 Equipment 1 Design Level,@@tag1366@@,DOUBLE,"{11.8291, 10.4924117, 12.657137}",0
P1367,Level1AddedPart:Zone11 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1AddedPart:Zone11 Equipment 1 Fraction Radiant,@@tag1367@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P1368,Level1AddedPart:Zone11 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level1AddedPart:Zone11 Infiltration Design Flow Rate,@@tag1368@@,DOUBLE,"{0.000483, 0.0004813288509802, 0.0004846711490197}",0
P1369,People Level1AddedPart:Zone12 Number of People,PARAMETRICS,People - People Level1AddedPart:Zone12 Number of People,@@tag1369@@,DOUBLE,"{0.242722577, 0.052428076632, 0.433017077368}",0
P1370,People Level1AddedPart:Zone12 Fraction Radiant,PARAMETRICS,People - People Level1AddedPart:Zone12 Fraction Radiant,@@tag1370@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P1371,People Level1AddedPart:Zone12 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level1AddedPart:Zone12 Carbon Dioxide Generation Rate,@@tag1371@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P1372,Level1AddedPart:Zone12 General lighting Lighting Level,PARAMETRICS,Lights - Level1AddedPart:Zone12 General lighting Lighting Level,@@tag1372@@,DOUBLE,"{21.586, 20.334012, 23.52874}",0
P1373,Level1AddedPart:Zone12 General lighting Fraction Radiant,PARAMETRICS,Lights - Level1AddedPart:Zone12 General lighting Fraction Radiant,@@tag1373@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P1374,Level1AddedPart:Zone12 General lighting Fraction Visible,PARAMETRICS,Lights - Level1AddedPart:Zone12 General lighting Fraction Visible,@@tag1374@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P1375,Level1AddedPart:Zone12 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level1AddedPart:Zone12 General lighting Fraction Replaceable,@@tag1375@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P1376,Level1AddedPart:Zone12 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level1AddedPart:Zone12 Equipment 1 Design Level,@@tag1376@@,DOUBLE,"{11.8291, 10.4924117, 12.657137}",0
P1377,Level1AddedPart:Zone12 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1AddedPart:Zone12 Equipment 1 Fraction Radiant,@@tag1377@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P1378,Level1AddedPart:Zone12 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level1AddedPart:Zone12 Infiltration Design Flow Rate,@@tag1378@@,DOUBLE,"{0.000483, 0.0004813288509802, 0.0004846711490197}",0
P1379,People Level1AddedPart:Zone8 Number of People,PARAMETRICS,People - People Level1AddedPart:Zone8 Number of People,@@tag1379@@,DOUBLE,"{0.378611687, 0.0817801243919999, 0.6754432496080001}",0
P1380,People Level1AddedPart:Zone8 Fraction Radiant,PARAMETRICS,People - People Level1AddedPart:Zone8 Fraction Radiant,@@tag1380@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P1381,People Level1AddedPart:Zone8 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level1AddedPart:Zone8 Carbon Dioxide Generation Rate,@@tag1381@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P1382,Level1AddedPart:Zone8 General lighting Lighting Level,PARAMETRICS,Lights - Level1AddedPart:Zone8 General lighting Lighting Level,@@tag1382@@,DOUBLE,"{33.671, 31.718082, 36.70139}",0
P1383,Level1AddedPart:Zone8 General lighting Fraction Radiant,PARAMETRICS,Lights - Level1AddedPart:Zone8 General lighting Fraction Radiant,@@tag1383@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P1384,Level1AddedPart:Zone8 General lighting Fraction Visible,PARAMETRICS,Lights - Level1AddedPart:Zone8 General lighting Fraction Visible,@@tag1384@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P1385,Level1AddedPart:Zone8 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level1AddedPart:Zone8 General lighting Fraction Replaceable,@@tag1385@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P1386,Level1AddedPart:Zone8 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level1AddedPart:Zone8 Equipment 1 Design Level,@@tag1386@@,DOUBLE,"{18.4517, 16.3666579, 19.743319}",0
P1387,Level1AddedPart:Zone8 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1AddedPart:Zone8 Equipment 1 Fraction Radiant,@@tag1387@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P1388,Level1AddedPart:Zone8 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level1AddedPart:Zone8 Infiltration Design Flow Rate,@@tag1388@@,DOUBLE,"{0.000753, 0.0007513288509802, 0.0007546711490197}",0
P1389,People Level1AddedPart:Zone7 Number of People,PARAMETRICS,People - People Level1AddedPart:Zone7 Number of People,@@tag1389@@,DOUBLE,"{0.993590397, 0.2146155257519999, 1.772565268248}",0
P1390,People Level1AddedPart:Zone7 Fraction Radiant,PARAMETRICS,People - People Level1AddedPart:Zone7 Fraction Radiant,@@tag1390@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P1391,People Level1AddedPart:Zone7 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level1AddedPart:Zone7 Carbon Dioxide Generation Rate,@@tag1391@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P1392,Level1AddedPart:Zone7 General lighting Lighting Level,PARAMETRICS,Lights - Level1AddedPart:Zone7 General lighting Lighting Level,@@tag1392@@,DOUBLE,"{42.3405, 39.884751, 46.151145}",0
P1393,Level1AddedPart:Zone7 General lighting Fraction Radiant,PARAMETRICS,Lights - Level1AddedPart:Zone7 General lighting Fraction Radiant,@@tag1393@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P1394,Level1AddedPart:Zone7 General lighting Fraction Visible,PARAMETRICS,Lights - Level1AddedPart:Zone7 General lighting Fraction Visible,@@tag1394@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P1395,Level1AddedPart:Zone7 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level1AddedPart:Zone7 General lighting Fraction Replaceable,@@tag1395@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P1396,Level1AddedPart:Zone7 Equipment 1 Design Level,PARAMETRICS,ElectricEquipment - Level1AddedPart:Zone7 Equipment 1 Design Level,@@tag1396@@,DOUBLE,"{15.666, 13.895742, 16.762620000000002}",0
P1397,Level1AddedPart:Zone7 Equipment 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1AddedPart:Zone7 Equipment 1 Fraction Radiant,@@tag1397@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P1398,Level1AddedPart:Zone7 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level1AddedPart:Zone7 Infiltration Design Flow Rate,@@tag1398@@,DOUBLE,"{0.001894, 0.0018923288509802, 0.0018956711490197}",0
P1399,People Level1AddedPart:Zone2 Fraction Radiant,PARAMETRICS,People - People Level1AddedPart:Zone2 Fraction Radiant,@@tag1399@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P1400,People Level1AddedPart:Zone2 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level1AddedPart:Zone2 Carbon Dioxide Generation Rate,@@tag1400@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P1401,Level1AddedPart:Zone2 General lighting Lighting Level,PARAMETRICS,Lights - Level1AddedPart:Zone2 General lighting Lighting Level,@@tag1401@@,DOUBLE,"{9.6098, 9.0524316, 10.474682}",0
P1402,Level1AddedPart:Zone2 General lighting Fraction Radiant,PARAMETRICS,Lights - Level1AddedPart:Zone2 General lighting Fraction Radiant,@@tag1402@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P1403,Level1AddedPart:Zone2 General lighting Fraction Visible,PARAMETRICS,Lights - Level1AddedPart:Zone2 General lighting Fraction Visible,@@tag1403@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P1404,Level1AddedPart:Zone2 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level1AddedPart:Zone2 General lighting Fraction Replaceable,@@tag1404@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P1405,Level1AddedPart:Zone2 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level1AddedPart:Zone2 Infiltration Design Flow Rate,@@tag1405@@,DOUBLE,"{0.000287, 0.0002853288509802, 0.0002886711490197}",0
P1406,People Level1AddedPart:Zone13 Number of People,PARAMETRICS,People - People Level1AddedPart:Zone13 Number of People,@@tag1406@@,DOUBLE,"{18.3078516, 3.9544959456, 32.6612072544}",0
P1407,People Level1AddedPart:Zone13 Fraction Radiant,PARAMETRICS,People - People Level1AddedPart:Zone13 Fraction Radiant,@@tag1407@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P1408,People Level1AddedPart:Zone13 Carbon Dioxide Generation Rate,PARAMETRICS,People - People Level1AddedPart:Zone13 Carbon Dioxide Generation Rate,@@tag1408@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P1409,Level1AddedPart:Zone13 General lighting Lighting Level,PARAMETRICS,Lights - Level1AddedPart:Zone13 General lighting Lighting Level,@@tag1409@@,DOUBLE,"{3298.712, 3107.386704, 3595.59608}",0
P1410,Level1AddedPart:Zone13 General lighting Fraction Radiant,PARAMETRICS,Lights - Level1AddedPart:Zone13 General lighting Fraction Radiant,@@tag1410@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P1411,Level1AddedPart:Zone13 General lighting Fraction Visible,PARAMETRICS,Lights - Level1AddedPart:Zone13 General lighting Fraction Visible,@@tag1411@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P1412,Level1AddedPart:Zone13 General lighting Fraction Replaceable,PARAMETRICS,Lights - Level1AddedPart:Zone13 General lighting Fraction Replaceable,@@tag1412@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P1413,Level1AddedPart:Zone13 Computing gain 1 Design Level,PARAMETRICS,ElectricEquipment - Level1AddedPart:Zone13 Computing gain 1 Design Level,@@tag1413@@,DOUBLE,"{989.6136, 877.7872632, 1058.886552}",0
P1414,Level1AddedPart:Zone13 Computing gain 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1AddedPart:Zone13 Computing gain 1 Fraction Radiant,@@tag1414@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P1415,Level1AddedPart:Zone13 Equipment 2 Design Level,PARAMETRICS,ElectricEquipment - Level1AddedPart:Zone13 Equipment 2 Design Level,@@tag1415@@,DOUBLE,"{989.6136, 877.7872632, 1058.886552}",0
P1416,Level1AddedPart:Zone13 Equipment 2 Fraction Radiant,PARAMETRICS,ElectricEquipment - Level1AddedPart:Zone13 Equipment 2 Fraction Radiant,@@tag1416@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P1417,DHW Level1AddedPart:Zone13 Peak Flow Rate,PARAMETRICS,WaterUse:Equipment - DHW Level1AddedPart:Zone13 Peak Flow Rate,@@tag1417@@,DOUBLE,"{1.02e-06, 6.9564e-07, 1.4943e-06}",0
P1418,Level1AddedPart:Zone13 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - Level1AddedPart:Zone13 Infiltration Design Flow Rate,@@tag1418@@,DOUBLE,"{0.036881, 0.0368793288509802, 0.0368826711490197}",0
P1419,People ExtensionNE:Zone1 Number of People,PARAMETRICS,People - People ExtensionNE:Zone1 Number of People,@@tag1419@@,DOUBLE,"{0.2412474, 0.0521094383999999, 0.4303853616}",0
P1420,People ExtensionNE:Zone1 Fraction Radiant,PARAMETRICS,People - People ExtensionNE:Zone1 Fraction Radiant,@@tag1420@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P1421,People ExtensionNE:Zone1 Carbon Dioxide Generation Rate,PARAMETRICS,People - People ExtensionNE:Zone1 Carbon Dioxide Generation Rate,@@tag1421@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P1422,ExtensionNE:Zone1 General lighting Lighting Level,PARAMETRICS,Lights - ExtensionNE:Zone1 General lighting Lighting Level,@@tag1422@@,DOUBLE,"{43.468, 40.946856, 47.380120000000005}",0
P1423,ExtensionNE:Zone1 General lighting Fraction Radiant,PARAMETRICS,Lights - ExtensionNE:Zone1 General lighting Fraction Radiant,@@tag1423@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P1424,ExtensionNE:Zone1 General lighting Fraction Visible,PARAMETRICS,Lights - ExtensionNE:Zone1 General lighting Fraction Visible,@@tag1424@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P1425,ExtensionNE:Zone1 General lighting Fraction Replaceable,PARAMETRICS,Lights - ExtensionNE:Zone1 General lighting Fraction Replaceable,@@tag1425@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P1426,ExtensionNE:Zone1 Computing gain 1 Design Level,PARAMETRICS,ElectricEquipment - ExtensionNE:Zone1 Computing gain 1 Design Level,@@tag1426@@,DOUBLE,"{13.0404, 11.5668348, 13.953228}",0
P1427,ExtensionNE:Zone1 Computing gain 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - ExtensionNE:Zone1 Computing gain 1 Fraction Radiant,@@tag1427@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P1428,ExtensionNE:Zone1 Equipment 2 Design Level,PARAMETRICS,ElectricEquipment - ExtensionNE:Zone1 Equipment 2 Design Level,@@tag1428@@,DOUBLE,"{13.0404, 11.5668348, 13.953228}",0
P1429,ExtensionNE:Zone1 Equipment 2 Fraction Radiant,PARAMETRICS,ElectricEquipment - ExtensionNE:Zone1 Equipment 2 Fraction Radiant,@@tag1429@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P1430,DHW ExtensionNE:Zone1 Peak Flow Rate,PARAMETRICS,WaterUse:Equipment - DHW ExtensionNE:Zone1 Peak Flow Rate,@@tag1430@@,DOUBLE,"{1.34e-08, 9.1388e-09, 1.9631e-08}",0
P1431,ExtensionNE:Zone1 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - ExtensionNE:Zone1 Infiltration Design Flow Rate,@@tag1431@@,DOUBLE,"{0.000657, 0.0006553288509802, 0.0006586711490197}",0
P1432,People ExtensionSW:Zone1 Number of People,PARAMETRICS,People - People ExtensionSW:Zone1 Number of People,@@tag1432@@,DOUBLE,"{0.2412474, 0.0521094383999999, 0.4303853616}",0
P1433,People ExtensionSW:Zone1 Fraction Radiant,PARAMETRICS,People - People ExtensionSW:Zone1 Fraction Radiant,@@tag1433@@,DOUBLE,"{0.3, 0.285, 0.315}",0
P1434,People ExtensionSW:Zone1 Carbon Dioxide Generation Rate,PARAMETRICS,People - People ExtensionSW:Zone1 Carbon Dioxide Generation Rate,@@tag1434@@,DOUBLE,"{3.82e-08, 3.3e-08, 4.4e-08}",0
P1435,ExtensionSW:Zone1 General lighting Lighting Level,PARAMETRICS,Lights - ExtensionSW:Zone1 General lighting Lighting Level,@@tag1435@@,DOUBLE,"{43.468, 40.946856, 47.380120000000005}",0
P1436,ExtensionSW:Zone1 General lighting Fraction Radiant,PARAMETRICS,Lights - ExtensionSW:Zone1 General lighting Fraction Radiant,@@tag1436@@,DOUBLE,"{0.42, 0.3989999999999999, 0.441}",0
P1437,ExtensionSW:Zone1 General lighting Fraction Visible,PARAMETRICS,Lights - ExtensionSW:Zone1 General lighting Fraction Visible,@@tag1437@@,DOUBLE,"{0.18, 0.1709999999999999, 0.189}",0
P1438,ExtensionSW:Zone1 General lighting Fraction Replaceable,PARAMETRICS,Lights - ExtensionSW:Zone1 General lighting Fraction Replaceable,@@tag1438@@,DOUBLE,"{1.0, 0.95, 1.0}",0
P1439,ExtensionSW:Zone1 Computing gain 1 Design Level,PARAMETRICS,ElectricEquipment - ExtensionSW:Zone1 Computing gain 1 Design Level,@@tag1439@@,DOUBLE,"{13.0404, 11.5668348, 13.953228}",0
P1440,ExtensionSW:Zone1 Computing gain 1 Fraction Radiant,PARAMETRICS,ElectricEquipment - ExtensionSW:Zone1 Computing gain 1 Fraction Radiant,@@tag1440@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P1441,ExtensionSW:Zone1 Equipment 2 Design Level,PARAMETRICS,ElectricEquipment - ExtensionSW:Zone1 Equipment 2 Design Level,@@tag1441@@,DOUBLE,"{13.0404, 11.5668348, 13.953228}",0
P1442,ExtensionSW:Zone1 Equipment 2 Fraction Radiant,PARAMETRICS,ElectricEquipment - ExtensionSW:Zone1 Equipment 2 Fraction Radiant,@@tag1442@@,DOUBLE,"{0.2, 0.19, 0.21}",0
P1443,DHW ExtensionSW:Zone1 Peak Flow Rate,PARAMETRICS,WaterUse:Equipment - DHW ExtensionSW:Zone1 Peak Flow Rate,@@tag1443@@,DOUBLE,"{1.34e-08, 9.1388e-09, 1.9631e-08}",0
P1444,ExtensionSW:Zone1 Infiltration Design Flow Rate,PARAMETRICS,ZoneInfiltration:DesignFlowRate - ExtensionSW:Zone1 Infiltration Design Flow Rate,@@tag1444@@,DOUBLE,"{0.000657, 0.0006553288509802, 0.0006586711490197}",0
P1445,1 Frame Conductance,PARAMETRICS,WindowProperty:FrameAndDivider - 1 Frame Conductance,@@tag1445@@,DOUBLE,"{9.5, 9.287257972809009, 9.712742027190991}",0
P1446,1 Frame Solar Absorptance,PARAMETRICS,WindowProperty:FrameAndDivider - 1 Frame Solar Absorptance,@@tag1446@@,DOUBLE,"{0.5, 0.402, 0.598}",0
P1447,1 Frame Visible Absorptance,PARAMETRICS,WindowProperty:FrameAndDivider - 1 Frame Visible Absorptance,@@tag1447@@,DOUBLE,"{0.5, 0.402, 0.598}",0
P1448,1 Frame Thermal Hemispherical Emissivity,PARAMETRICS,WindowProperty:FrameAndDivider - 1 Frame Thermal Hemispherical Emissivity,@@tag1448@@,DOUBLE,"{0.9, 0.8608, 0.9392}",0
P1449,1 Divider Conductance,PARAMETRICS,WindowProperty:FrameAndDivider - 1 Divider Conductance,@@tag1449@@,DOUBLE,"{9.5, 9.287257972809009, 9.712742027190991}",0
P1450,1 Divider Solar Absorptance,PARAMETRICS,WindowProperty:FrameAndDivider - 1 Divider Solar Absorptance,@@tag1450@@,DOUBLE,"{0.5, 0.402, 0.598}",0
P1451,1 Divider Visible Absorptance,PARAMETRICS,WindowProperty:FrameAndDivider - 1 Divider Visible Absorptance,@@tag1451@@,DOUBLE,"{0.5, 0.402, 0.598}",0
P1452,1 Divider Thermal Hemispherical Emissivity,PARAMETRICS,WindowProperty:FrameAndDivider - 1 Divider Thermal Hemispherical Emissivity,@@tag1452@@,DOUBLE,"{0.9, 0.8608, 0.9392}",0
P1453,1 Outside Reveal Solar Absorptance,PARAMETRICS,WindowProperty:FrameAndDivider - 1 Outside Reveal Solar Absorptance,@@tag1453@@,DOUBLE,"{0.5, 0.402, 0.598}",0
P1454,1 Inside Sill Solar Absorptance,PARAMETRICS,WindowProperty:FrameAndDivider - 1 Inside Sill Solar Absorptance,@@tag1454@@,DOUBLE,"{0.5, 0.402, 0.598}",0
P1455,1 Inside Reveal Solar Absorptance,PARAMETRICS,WindowProperty:FrameAndDivider - 1 Inside Reveal Solar Absorptance,@@tag1455@@,DOUBLE,"{0.5, 0.402, 0.598}",0
P1456,Level1:Zone14 Outdoor Air Flow Air Changes per Hour,PARAMETRICS,DesignSpecification:OutdoorAir - Level1:Zone14 Outdoor Air Flow Air Changes per Hour,@@tag1456@@,DOUBLE,"{0.25, 0.2439838635288737, 0.2560161364711262}",0
P1457,Level1:Zone1 Outdoor Air Flow Air Changes per Hour,PARAMETRICS,DesignSpecification:OutdoorAir - Level1:Zone1 Outdoor Air Flow Air Changes per Hour,@@tag1457@@,DOUBLE,"{0.25, 0.2439838635288737, 0.2560161364711262}",0
P1458,Level1:Zone6 Outdoor Air Flow Air Changes per Hour,PARAMETRICS,DesignSpecification:OutdoorAir - Level1:Zone6 Outdoor Air Flow Air Changes per Hour,@@tag1458@@,DOUBLE,"{0.25, 0.2439838635288737, 0.2560161364711262}",0
P1459,Level1:Zone3 Outdoor Air Flow Air Changes per Hour,PARAMETRICS,DesignSpecification:OutdoorAir - Level1:Zone3 Outdoor Air Flow Air Changes per Hour,@@tag1459@@,DOUBLE,"{0.25, 0.2439838635288737, 0.2560161364711262}",0
P1460,Level1:Zone2 Outdoor Air Flow Air Changes per Hour,PARAMETRICS,DesignSpecification:OutdoorAir - Level1:Zone2 Outdoor Air Flow Air Changes per Hour,@@tag1460@@,DOUBLE,"{0.25, 0.2439838635288737, 0.2560161364711262}",0
P1461,Level1:Zone4 Outdoor Air Flow Air Changes per Hour,PARAMETRICS,DesignSpecification:OutdoorAir - Level1:Zone4 Outdoor Air Flow Air Changes per Hour,@@tag1461@@,DOUBLE,"{0.25, 0.2439838635288737, 0.2560161364711262}",0
P1462,Level1:Zone5 Outdoor Air Flow Air Changes per Hour,PARAMETRICS,DesignSpecification:OutdoorAir - Level1:Zone5 Outdoor Air Flow Air Changes per Hour,@@tag1462@@,DOUBLE,"{0.25, 0.2439838635288737, 0.2560161364711262}",0
P1463,Level1:Zone10 Outdoor Air Flow Air Changes per Hour,PARAMETRICS,DesignSpecification:OutdoorAir - Level1:Zone10 Outdoor Air Flow Air Changes per Hour,@@tag1463@@,DOUBLE,"{0.25, 0.2439838635288737, 0.2560161364711262}",0
P1464,Level1:Zone7 Outdoor Air Flow Air Changes per Hour,PARAMETRICS,DesignSpecification:OutdoorAir - Level1:Zone7 Outdoor Air Flow Air Changes per Hour,@@tag1464@@,DOUBLE,"{0.25, 0.2439838635288737, 0.2560161364711262}",0
P1465,Level1:Zone9 Outdoor Air Flow Air Changes per Hour,PARAMETRICS,DesignSpecification:OutdoorAir - Level1:Zone9 Outdoor Air Flow Air Changes per Hour,@@tag1465@@,DOUBLE,"{0.25, 0.2439838635288737, 0.2560161364711262}",0
