,Class,Object,Field,Default,Minimum,Maximum,Type,Group
1747,ZoneInfiltration:DesignFlowRate,Level2:Zone7 Infiltration,Design Flow Rate,0.011639,0.011637328850980243,0.011640671149019757,Float,G228
1753,People,People Level2:Zone1,Number of People,4.9311972,1.0651385952,8.797255804799999,Float,G428
1754,People,People Level2:Zone1,Fraction Radiant,0.3,0.285,0.315,Float,G429
1755,People,People Level2:Zone1,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
1756,Lights,Level2:Zone1 General lighting,Lighting Level,888.504,836.970768,968.46936,Float,G430
1757,Lights,Level2:Zone1 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
1758,Lights,Level2:Zone1 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
1759,Lights,Level2:Zone1 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
1760,ElectricEquipment,Level2:Zone1 Equipment 1,Design Level,522.8846,463.79864019999997,559.4865219999999,Float,G431
1761,ElectricEquipment,Level2:Zone1 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G432
1762,WaterUse:Equipment,DHW Level2:Zone1,Peak Flow Rate,2.74e-07,1.8686799999999998e-07,4.0141e-07,Float,G462
1775,ZoneInfiltration:DesignFlowRate,Level2:Zone1 Infiltration,Design Flow Rate,0.00965,0.009648328850980244,0.009651671149019757,Float,G228
1781,People,People Level2:Zone18,Number of People,5.0340165,1.0873475639999999,8.980685436,Float,G428
1782,People,People Level2:Zone18,Fraction Radiant,0.3,0.285,0.315,Float,G429
1783,People,People Level2:Zone18,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
1784,Lights,Level2:Zone18 General lighting,Lighting Level,907.03,854.4222599999999,988.6627,Float,G430
1785,Lights,Level2:Zone18 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
1786,Lights,Level2:Zone18 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
1787,Lights,Level2:Zone18 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
1788,ElectricEquipment,Level2:Zone18 Equipment 1,Design Level,533.7872,473.4692464,571.152304,Float,G431
1789,ElectricEquipment,Level2:Zone18 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G432
1790,WaterUse:Equipment,DHW Level2:Zone18,Peak Flow Rate,2.8e-07,1.9096e-07,4.102e-07,Float,G462
1803,ZoneInfiltration:DesignFlowRate,Level2:Zone18 Infiltration,Design Flow Rate,0.009851,0.009849328850980244,0.009852671149019757,Float,G228
1809,People,People Level2:Zone25,Number of People,1.336684796,0.288723915936,2.384645676064,Float,G420
1810,People,People Level2:Zone25,Fraction Radiant,0.3,0.285,0.315,Float,G421
1811,People,People Level2:Zone25,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
1812,Lights,Level2:Zone25 General lighting,Lighting Level,56.961,53.657261999999996,62.087489999999995,Float,G422
1813,Lights,Level2:Zone25 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
1814,Lights,Level2:Zone25 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
1815,Lights,Level2:Zone25 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
1816,ElectricEquipment,Level2:Zone25 Equipment 1,Design Level,21.0756,18.694057200000003,22.550892,Float,G413
1817,ElectricEquipment,Level2:Zone25 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G414
1830,ZoneInfiltration:DesignFlowRate,Level2:Zone25 Infiltration,Design Flow Rate,0.002475,0.0024733288509802428,0.0024766711490197576,Float,G228
1836,People,People Level2:Zone29,Number of People,12.5783424,2.7169219583999986,22.4397628416,Float,G478
1837,People,People Level2:Zone29,Fraction Radiant,0.3,0.285,0.315,Float,G479
1838,People,People Level2:Zone29,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
1839,Lights,Level2:Zone29 General lighting,Lighting Level,2266.368,2134.918656,2470.34112,Float,G480
1840,Lights,Level2:Zone29 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
1841,Lights,Level2:Zone29 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
1842,Lights,Level2:Zone29 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
1843,ElectricEquipment,Level2:Zone29 Equipment 1,Design Level,679.9104,603.0805247999999,727.504128,Float,G431
1844,ElectricEquipment,Level2:Zone29 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G432
1845,WaterUse:Equipment,DHW Level2:Zone29,Peak Flow Rate,6.99e-07,4.76718e-07,1.024035e-06,Float,G481
1858,ZoneInfiltration:DesignFlowRate,Level2:Zone29 Infiltration,Design Flow Rate,0.024615,0.024613328850980245,0.024616671149019758,Float,G228
1864,People,People Level2:Zone33,Number of People,0.413188354,0.08924868446399997,0.737128023536,Float,G444
1865,People,People Level2:Zone33,Fraction Radiant,0.3,0.285,0.315,Float,G445
1866,People,People Level2:Zone33,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
1867,Lights,Level2:Zone33 General lighting,Lighting Level,36.746,34.614732000000004,40.05314,Float,G446
1868,Lights,Level2:Zone33 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
1869,Lights,Level2:Zone33 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
1870,Lights,Level2:Zone33 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
1871,ElectricEquipment,Level2:Zone33 Equipment 1,Design Level,20.1368,17.8613416,21.546376000000002,Float,G413
1872,ElectricEquipment,Level2:Zone33 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G414
1885,ZoneInfiltration:DesignFlowRate,Level2:Zone33 Infiltration,Design Flow Rate,0.000798,0.0007963288509802427,0.0007996711490197573,Float,G228
1891,People,People Level2:Zone35,Number of People,7.547302379,1.6302173138639997,13.464387444136,Float,G420
1892,People,People Level2:Zone35,Fraction Radiant,0.3,0.285,0.315,Float,G421
1893,People,People Level2:Zone35,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
1894,Lights,Level2:Zone35 General lighting,Lighting Level,321.618,302.964156,350.56362,Float,G422
1895,Lights,Level2:Zone35 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
1896,Lights,Level2:Zone35 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
1897,Lights,Level2:Zone35 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
1898,ElectricEquipment,Level2:Zone35 Equipment 1,Design Level,118.9987,105.5518469,127.328609,Float,G413
1899,ElectricEquipment,Level2:Zone35 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G414
1912,ZoneInfiltration:DesignFlowRate,Level2:Zone35 Infiltration,Design Flow Rate,0.034816,0.03481432885098024,0.034817671149019756,Float,G228
1918,People,People Level2:Zone38,Number of People,0.510362842,0.11023837387200003,0.910487310128,Float,G444
1919,People,People Level2:Zone38,Fraction Radiant,0.3,0.285,0.315,Float,G445
1920,People,People Level2:Zone38,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
1921,Lights,Level2:Zone38 General lighting,Lighting Level,45.388,42.755496,49.472919999999995,Float,G446
1922,Lights,Level2:Zone38 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
1923,Lights,Level2:Zone38 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
1924,Lights,Level2:Zone38 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
1925,ElectricEquipment,Level2:Zone38 Equipment 1,Design Level,24.8726,22.0619962,26.613681999999997,Float,G413
1926,ElectricEquipment,Level2:Zone38 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G414
1939,ZoneInfiltration:DesignFlowRate,Level2:Zone38 Infiltration,Design Flow Rate,0.000986,0.0009843288509802427,0.0009876711490197571,Float,G228
1945,People,People Level2:Zone39,Number of People,0.438004843,0.09460904608800003,0.7814006399119999,Float,G444
1946,People,People Level2:Zone39,Fraction Radiant,0.3,0.285,0.315,Float,G445
1947,People,People Level2:Zone39,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
1948,Lights,Level2:Zone39 General lighting,Lighting Level,38.953,36.693726000000005,42.45877,Float,G446
1949,Lights,Level2:Zone39 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
1950,Lights,Level2:Zone39 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
1951,Lights,Level2:Zone39 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
1952,ElectricEquipment,Level2:Zone39 Equipment 1,Design Level,21.3462,18.934079399999998,22.840434,Float,G413
1953,ElectricEquipment,Level2:Zone39 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G414
1966,ZoneInfiltration:DesignFlowRate,Level2:Zone39 Infiltration,Design Flow Rate,0.000846,0.0008443288509802426,0.0008476711490197573,Float,G228
1972,People,People Level2:Zone30,Number of People,1.944354128,0.4199804916480001,3.468727764352,Float,G444
1973,People,People Level2:Zone30,Fraction Radiant,0.3,0.285,0.315,Float,G445
1974,People,People Level2:Zone30,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
1975,Lights,Level2:Zone30 General lighting,Lighting Level,82.856,78.05035199999999,90.31304,Float,G446
1976,Lights,Level2:Zone30 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
1977,Lights,Level2:Zone30 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
1978,Lights,Level2:Zone30 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
1979,ElectricEquipment,Level2:Zone30 Equipment 1,Design Level,30.6567,27.1924929,32.802669,Float,G413
1980,ElectricEquipment,Level2:Zone30 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G414
1993,ZoneInfiltration:DesignFlowRate,Level2:Zone30 Infiltration,Design Flow Rate,0.003598,0.0035963288509802426,0.0035996711490197575,Float,G228
1999,People,People Level2:Zone37,Number of People,1.085977196,0.234571074336,1.937383317664,Float,G444
2000,People,People Level2:Zone37,Fraction Radiant,0.3,0.285,0.315,Float,G445
2001,People,People Level2:Zone37,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
2002,Lights,Level2:Zone37 General lighting,Lighting Level,96.579,90.977418,105.27111,Float,G446
2003,Lights,Level2:Zone37 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
2004,Lights,Level2:Zone37 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
2005,Lights,Level2:Zone37 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
2006,ElectricEquipment,Level2:Zone37 Equipment 1,Design Level,52.9253,46.9447411,56.630071,Float,G413
2007,ElectricEquipment,Level2:Zone37 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G414
2020,ZoneInfiltration:DesignFlowRate,Level2:Zone37 Infiltration,Design Flow Rate,0.002098,0.0020963288509802426,0.0020996711490197575,Float,G228
2026,People,People Level2:Zone34,Number of People,1.327496617,0.2867392692720001,2.368253964728,Float,G410
2027,People,People Level2:Zone34,Fraction Radiant,0.3,0.285,0.315,Float,G411
2028,People,People Level2:Zone34,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
2029,Lights,Level2:Zone34 General lighting,Lighting Level,118.058,111.21063600000001,128.68322,Float,G412
2030,Lights,Level2:Zone34 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
2031,Lights,Level2:Zone34 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
2032,Lights,Level2:Zone34 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
2033,ElectricEquipment,Level2:Zone34 Equipment 1,Design Level,64.6958,57.385174600000006,69.224506,Float,G413
2034,ElectricEquipment,Level2:Zone34 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G414
2047,ZoneInfiltration:DesignFlowRate,Level2:Zone34 Infiltration,Design Flow Rate,0.002564,0.0025623288509802424,0.0025656711490197573,Float,G228
2053,People,People Level0:Zone2,Number of People,2.4850902,0.5367794831999999,4.4334009168,Float,G500
2054,People,People Level0:Zone2,Fraction Radiant,0.3,0.285,0.315,Float,G501
2055,People,People Level0:Zone2,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
2056,Lights,Level0:Zone2 General lighting,Lighting Level,447.764,421.79368800000003,488.06276,Float,G502
2057,Lights,Level0:Zone2 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
2058,Lights,Level0:Zone2 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
2059,Lights,Level0:Zone2 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
2060,ElectricEquipment,Level0:Zone2 Equipment 1,Design Level,263.5091,233.7325717,281.95473699999997,Float,G503
2061,ElectricEquipment,Level0:Zone2 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G504
2062,WaterUse:Equipment,DHW Level0:Zone2,Peak Flow Rate,1.38e-07,9.4116e-08,2.0217e-07,Float,G505
2075,ZoneInfiltration:DesignFlowRate,Level0:Zone2 Infiltration,Design Flow Rate,0.005164,0.005162328850980243,0.005165671149019758,Float,G228
2081,People,People Level0:Zone35,Number of People,3.3240171,0.7179876935999996,5.9300465064,Float,G510
2082,People,People Level0:Zone35,Fraction Radiant,0.3,0.285,0.315,Float,G511
2083,People,People Level0:Zone35,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
2084,Lights,Level0:Zone35 General lighting,Lighting Level,598.922,564.184524,652.82498,Float,G512
2085,Lights,Level0:Zone35 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
2086,Lights,Level0:Zone35 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
2087,Lights,Level0:Zone35 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
2088,ElectricEquipment,Level0:Zone35 Equipment 1,Design Level,352.4656,312.6369872,377.138192,Float,G413
2089,ElectricEquipment,Level0:Zone35 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G414
2090,WaterUse:Equipment,DHW Level0:Zone35,Peak Flow Rate,1.85e-07,1.2617e-07,2.71025e-07,Float,G513
2103,ZoneInfiltration:DesignFlowRate,Level0:Zone35 Infiltration,Design Flow Rate,0.006505,0.006503328850980243,0.006506671149019758,Float,G228
2109,People,People Level0:Zone28,Number of People,1.6540332,0.35727117119999985,2.9507952288,Float,G500
2110,People,People Level0:Zone28,Fraction Radiant,0.3,0.285,0.315,Float,G501
2111,People,People Level0:Zone28,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
2112,Lights,Level0:Zone28 General lighting,Lighting Level,298.024,280.738608,324.84616,Float,G502
2113,Lights,Level0:Zone28 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
2114,Lights,Level0:Zone28 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
2115,Lights,Level0:Zone28 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
2116,ElectricEquipment,Level0:Zone28 Equipment 1,Design Level,175.3871,155.5683577,187.664197,Float,G503
2117,ElectricEquipment,Level0:Zone28 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G504
2118,WaterUse:Equipment,DHW Level0:Zone28,Peak Flow Rate,9.2e-08,6.2744e-08,1.3478e-07,Float,G505
2131,ZoneInfiltration:DesignFlowRate,Level0:Zone28 Infiltration,Design Flow Rate,0.003237,0.0032353288509802424,0.0032386711490197573,Float,G228
2137,People,People Level0:Zone6,Number of People,4.233651,0.9144686159999997,7.552833384,Float,G520
2138,People,People Level0:Zone6,Fraction Radiant,0.3,0.285,0.315,Float,G521
2139,People,People Level0:Zone6,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
2140,Lights,Level0:Zone6 General lighting,Lighting Level,762.82,718.57644,831.4738000000001,Float,G522
2141,Lights,Level0:Zone6 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
2142,Lights,Level0:Zone6 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
2143,Lights,Level0:Zone6 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
2144,ElectricEquipment,Level0:Zone6 Equipment 1,Design Level,448.9196,398.1916852,480.343972,Float,G413
2145,ElectricEquipment,Level0:Zone6 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G414
2146,WaterUse:Equipment,DHW Level0:Zone6,Peak Flow Rate,2.35e-07,1.6027e-07,3.44275e-07,Float,G523
2159,ZoneInfiltration:DesignFlowRate,Level0:Zone6 Infiltration,Design Flow Rate,0.008529,0.008527328850980244,0.008530671149019757,Float,G228
2165,People,People Level0:Zone8,Number of People,2.5253055,0.5454659879999999,4.505145012,Float,G500
2166,People,People Level0:Zone8,Fraction Radiant,0.3,0.285,0.315,Float,G501
2167,People,People Level0:Zone8,Carbon Dioxide Generation Rate,3.82e-08,3.3e-08,4.4e-08,Float,G211
2168,Lights,Level0:Zone8 General lighting,Lighting Level,455.01,428.61942,495.9609,Float,G502
2169,Lights,Level0:Zone8 General lighting,Fraction Radiant,0.42,0.39899999999999997,0.441,Float,G213
2170,Lights,Level0:Zone8 General lighting,Fraction Visible,0.18,0.17099999999999999,0.189,Float,G214
2171,Lights,Level0:Zone8 General lighting,Fraction Replaceable,1.0,0.95,1.0,Float,G215
2172,ElectricEquipment,Level0:Zone8 Equipment 1,Design Level,267.7734,237.51500579999998,286.517538,Float,G503
2173,ElectricEquipment,Level0:Zone8 Equipment 1,Fraction Radiant,0.2,0.19,0.21000000000000002,Float,G504
2174,WaterUse:Equipment,DHW Level0:Zone8,Peak Flow Rate,1.4e-07,9.548e-08,2.051e-07,Float,G505
2187,ZoneInfiltration:DesignFlowRate,Level0:Zone8 Infiltration,Design Flow Rate,0.005087,0.005085328850980243,0.005088671149019758,Float,G228
2193,People,People Level0:Zone18,Number of People,0.376362799,0.08129436458399997,0.6714312334160001,Float,G500
2194,People,People Level0:Zone18,Fraction Radiant,0.3,0.285,0.315,Float,G501
